date_tdb,jd_tdb,lambda_deg,beta_deg,distance_au,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2029-May-25 00:00:00.0000 TDB,2462281.50000,96.957381,-3.432276,44.468740,-5.376882,44.062117,-2.662286,-4.981960,57.995346,-3.608563,58.283464
2029-May-26 00:00:00.0000 TDB,2462282.50000,96.955832,-3.432365,44.502401,-5.379759,44.095612,-2.664370,-4.981929,57.995089,-3.608547,58.283261
2029-May-27 00:00:00.0000 TDB,2462283.50000,96.954285,-3.432454,44.536062,-5.382636,44.129107,-2.666454,-4.981897,57.994833,-3.608532,58.283058
2029-May-28 00:00:00.0000 TDB,2462284.50000,96.952741,-3.432542,44.569724,-5.385514,44.162602,-2.668538,-4.981866,57.994577,-3.608516,58.282856
2029-May-29 00:00:00.0000 TDB,2462285.50000,96.951198,-3.432631,44.603385,-5.388391,44.196097,-2.670622,-4.981835,57.994321,-3.608501,58.282654
2029-May-30 00:00:00.0000 TDB,2462286.50000,96.949659,-3.432719,44.637046,-5.391268,44.229591,-2.672706,-4.981804,57.994066,-3.608486,58.282452
2029-May-31 00:00:00.0000 TDB,2462287.50000,96.948121,-3.432807,44.670707,-5.394145,44.263085,-2.674790,-4.981773,57.993811,-3.608470,58.282250
2029-Jun-01 00:00:00.0000 TDB,2462288.50000,96.946586,-3.432895,44.704367,-5.397022,44.296579,-2.676874,-4.981742,57.993556,-3.608455,58.282049
2029-Jun-02 00:00:00.0000 TDB,2462289.50000,96.945053,-3.432983,44.738028,-5.399900,44.330073,-2.678958,-4.981711,57.993302,-3.608439,58.281848
2029-Jun-03 00:00:00.0000 TDB,2462290.50000,96.943522,-3.433071,44.771688,-5.402777,44.363567,-2.681042,-4.981680,57.993048,-3.608424,58.281647
2029-Jun-04 00:00:00.0000 TDB,2462291.50000,96.941994,-3.433158,44.805349,-5.405654,44.397061,-2.683126,-4.981649,57.992795,-3.608409,58.281446
2029-Jun-05 00:00:00.0000 TDB,2462292.50000,96.940468,-3.433246,44.839009,-5.408531,44.430555,-2.685210,-4.981618,57.992542,-3.608393,58.281246
2029-Jun-06 00:00:00.0000 TDB,2462293.50000,96.938944,-3.433333,44.872669,-5.411408,44.464048,-2.687294,-4.981587,57.992289,-3.608378,58.281046
2029-Jun-07 00:00:00.0000 TDB,2462294.50000,96.937422,-3.433420,44.906329,-5.414285,44.497541,-2.689378,-4.981556,57.992037,-3.608363,58.280846
2029-Jun-08 00:00:00.0000 TDB,2462295.50000,96.935903,-3.433507,44.939989,-5.417162,44.531034,-2.691462,-4.981526,57.991785,-3.608348,58.280647
2029-Jun-09 00:00:00.0000 TDB,2462296.50000,96.934386,-3.433594,44.973649,-5.420039,44.564527,-2.693546,-4.981495,57.991533,-3.608332,58.280447
2029-Jun-10 00:00:00.0000 TDB,2462297.50000,96.932871,-3.433681,45.007309,-5.422917,44.598020,-2.695630,-4.981465,57.991282,-3.608317,58.280248
2029-Jun-11 00:00:00.0000 TDB,2462298.50000,96.931359,-3.433768,45.040969,-5.425794,44.631513,-2.697714,-4.981434,57.991031,-3.608302,58.280049
2029-Jun-12 00:00:00.0000 TDB,2462299.50000,96.929849,-3.433854,45.074628,-5.428671,44.665005,-2.699798,-4.981404,57.990781,-3.608287,58.279851
2029-Jun-13 00:00:00.0000 TDB,2462300.50000,96.928341,-3.433940,45.108287,-5.431548,44.698498,-2.701882,-4.981373,57.990531,-3.608272,58.279653
2029-Jun-14 00:00:00.0000 TDB,2462301.50000,96.926835,-3.434027,45.141947,-5.434425,44.731990,-2.703966,-4.981343,57.990281,-3.608257,58.279455
2029-Jun-15 00:00:00.0000 TDB,2462302.50000,96.925332,-3.434113,45.175606,-5.437302,44.765482,-2.706050,-4.981313,57.990032,-3.608242,58.279257
2029-Jun-16 00:00:00.0000 TDB,2462303.50000,96.923831,-3.434199,45.209265,-5.440178,44.798974,-2.708134,-4.981282,57.989783,-3.608227,58.279059
2029-Jun-17 00:00:00.0000 TDB,2462304.50000,96.922332,-3.434285,45.242924,-5.443055,44.832466,-2.710218,-4.981252,57.989535,-3.608212,58.278862
2029-Jun-18 00:00:00.0000 TDB,2462305.50000,96.920835,-3.434370,45.276583,-5.445932,44.865958,-2.712302,-4.981222,57.989286,-3.608197,58.278665
2029-Jun-19 00:00:00.0000 TDB,2462306.50000,96.919341,-3.434456,45.310241,-5.448809,44.899449,-2.714386,-4.981192,57.989039,-3.608182,58.278468
2029-Jun-20 00:00:00.0000 TDB,2462307.50000,96.917848,-3.434541,45.343900,-5.451686,44.932941,-2.716470,-4.981162,57.988791,-3.608167,58.278272
2029-Jun-21 00:00:00.0000 TDB,2462308.50000,96.916358,-3.434627,45.377558,-5.454563,44.966432,-2.718554,-4.981132,57.988544,-3.608152,58.278076
2029-Jun-22 00:00:00.0000 TDB,2462309.50000,96.914871,-3.434712,45.411217,-5.457440,44.999923,-2.720638,-4.981102,57.988297,-3.608137,58.277880
2029-Jun-23 00:00:00.0000 TDB,2462310.50000,96.913385,-3.434797,45.444875,-5.460317,45.033414,-2.722721,-4.981072,57.988051,-3.608122,58.277684
2029-Jun-24 00:00:00.0000 TDB,2462311.50000,96.911901,-3.434882,45.478533,-5.463193,45.066905,-2.724805,-4.981042,57.987805,-3.608107,58.277488
2029-Jun-25 00:00:00.0000 TDB,2462312.50000,96.910420,-3.434967,45.512191,-5.466070,45.100396,-2.726889,-4.981013,57.987559,-3.608092,58.277293
2029-Jun-26 00:00:00.0000 TDB,2462313.50000,96.908941,-3.435052,45.545849,-5.468947,45.133886,-2.728973,-4.980983,57.987314,-3.608077,58.277098
2029-Jun-27 00:00:00.0000 TDB,2462314.50000,96.907464,-3.435136,45.579507,-5.471824,45.167377,-2.731057,-4.980953,57.987069,-3.608063,58.276903
2029-Jun-28 00:00:00.0000 TDB,2462315.50000,96.905990,-3.435221,45.613164,-5.474700,45.200867,-2.733141,-4.980923,57.986825,-3.608048,58.276709
2029-Jun-29 00:00:00.0000 TDB,2462316.50000,96.904517,-3.435305,45.646822,-5.477577,45.234357,-2.735224,-4.980894,57.986580,-3.608033,58.276515
2029-Jun-30 00:00:00.0000 TDB,2462317.50000,96.903047,-3.435389,45.680479,-5.480454,45.267847,-2.737308,-4.980864,57.986337,-3.608018,58.276321
2029-Jul-01 00:00:00.0000 TDB,2462318.50000,96.901579,-3.435473,45.714137,-5.483330,45.301337,-2.739392,-4.980835,57.986093,-3.608004,58.276127
2029-Jul-02 00:00:00.0000 TDB,2462319.50000,96.900113,-3.435557,45.747794,-5.486207,45.334826,-2.741476,-4.980805,57.985850,-3.607989,58.275933
2029-Jul-03 00:00:00.0000 TDB,2462320.50000,96.898649,-3.435641,45.781451,-5.489084,45.368316,-2.743560,-4.980776,57.985607,-3.607974,58.275740
2029-Jul-04 00:00:00.0000 TDB,2462321.50000,96.897187,-3.435725,45.815108,-5.491960,45.401805,-2.745643,-4.980747,57.985365,-3.607960,58.275547
2029-Jul-05 00:00:00.0000 TDB,2462322.50000,96.895727,-3.435808,45.848765,-5.494837,45.435295,-2.747727,-4.980717,57.985123,-3.607945,58.275354
2029-Jul-06 00:00:00.0000 TDB,2462323.50000,96.894270,-3.435892,45.882422,-5.497714,45.468784,-2.749811,-4.980688,57.984881,-3.607930,58.275162
2029-Jul-07 00:00:00.0000 TDB,2462324.50000,96.892815,-3.435975,45.916078,-5.500590,45.502273,-2.751895,-4.980659,57.984640,-3.607916,58.274970
2029-Jul-08 00:00:00.0000 TDB,2462325.50000,96.891361,-3.436058,45.949735,-5.503467,45.535762,-2.753978,-4.980630,57.984399,-3.607901,58.274778
2029-Jul-09 00:00:00.0000 TDB,2462326.50000,96.889910,-3.436141,45.983391,-5.506343,45.569250,-2.756062,-4.980601,57.984158,-3.607887,58.274586
2029-Jul-10 00:00:00.0000 TDB,2462327.50000,96.888462,-3.436224,46.017048,-5.509220,45.602739,-2.758146,-4.980572,57.983918,-3.607872,58.274394
2029-Jul-11 00:00:00.0000 TDB,2462328.50000,96.887015,-3.436307,46.050704,-5.512096,45.636227,-2.760230,-4.980543,57.983678,-3.607858,58.274203
2029-Jul-12 00:00:00.0000 TDB,2462329.50000,96.885570,-3.436390,46.084360,-5.514973,45.669716,-2.762313,-4.980514,57.983439,-3.607843,58.274012
2029-Jul-13 00:00:00.0000 TDB,2462330.50000,96.884127,-3.436472,46.118016,-5.517849,45.703204,-2.764397,-4.980485,57.983199,-3.607829,58.273821
2029-Jul-14 00:00:00.0000 TDB,2462331.50000,96.882687,-3.436555,46.151672,-5.520726,45.736692,-2.766481,-4.980456,57.982960,-3.607814,58.273631
2029-Jul-15 00:00:00.0000 TDB,2462332.50000,96.881249,-3.436637,46.185328,-5.523602,45.770180,-2.768564,-4.980427,57.982722,-3.607800,58.273440
2029-Jul-16 00:00:00.0000 TDB,2462333.50000,96.879812,-3.436719,46.218983,-5.526479,45.803668,-2.770648,-4.980399,57.982484,-3.607785,58.273250
2029-Jul-17 00:00:00.0000 TDB,2462334.50000,96.878378,-3.436801,46.252639,-5.529355,45.837155,-2.772732,-4.980370,57.982246,-3.607771,58.273060
2029-Jul-18 00:00:00.0000 TDB,2462335.50000,96.876946,-3.436883,46.286294,-5.532231,45.870643,-2.774815,-4.980341,57.982008,-3.607757,58.272871
2029-Jul-19 00:00:00.0000 TDB,2462336.50000,96.875516,-3.436965,46.319950,-5.535108,45.904130,-2.776899,-4.980313,57.981771,-3.607742,58.272681
2029-Jul-20 00:00:00.0000 TDB,2462337.50000,96.874088,-3.437047,46.353605,-5.537984,45.937617,-2.778983,-4.980284,57.981534,-3.607728,58.272492
2029-Jul-21 00:00:00.0000 TDB,2462338.50000,96.872662,-3.437128,46.387260,-5.540861,45.971104,-2.781066,-4.980256,57.981298,-3.607714,58.272303
2029-Jul-22 00:00:00.0000 TDB,2462339.50000,96.871238,-3.437210,46.420915,-5.543737,46.004591,-2.783150,-4.980227,57.981062,-3.607699,58.272115
2029-Jul-23 00:00:00.0000 TDB,2462340.50000,96.869817,-3.437291,46.454570,-5.546613,46.038078,-2.785234,-4.980199,57.980826,-3.607685,58.271926
2029-Jul-24 00:00:00.0000 TDB,2462341.50000,96.868397,-3.437373,46.488225,-5.549489,46.071565,-2.787317,-4.980170,57.980591,-3.607671,58.271738
2029-Jul-25 00:00:00.0000 TDB,2462342.50000,96.866979,-3.437454,46.521880,-5.552366,46.105051,-2.789401,-4.980142,57.980356,-3.607657,58.271550
2029-Jul-26 00:00:00.0000 TDB,2462343.50000,96.865564,-3.437535,46.555534,-5.555242,46.138538,-2.791484,-4.980114,57.980121,-3.607642,58.271362
2029-Jul-27 00:00:00.0000 TDB,2462344.50000,96.864150,-3.437616,46.589189,-5.558118,46.172024,-2.793568,-4.980085,57.979886,-3.607628,58.271175
2029-Jul-28 00:00:00.0000 TDB,2462345.50000,96.862739,-3.437696,46.622843,-5.560995,46.205510,-2.795651,-4.980057,57.979652,-3.607614,58.270988
2029-Jul-29 00:00:00.0000 TDB,2462346.50000,96.861329,-3.437777,46.656497,-5.563871,46.238996,-2.797735,-4.980029,57.979419,-3.607600,58.270801
2029-Jul-30 00:00:00.0000 TDB,2462347.50000,96.859922,-3.437858,46.690151,-5.566747,46.272482,-2.799819,-4.980001,57.979185,-3.607586,58.270614
2029-Jul-31 00:00:00.0000 TDB,2462348.50000,96.858516,-3.437938,46.723805,-5.569623,46.305968,-2.801902,-4.979973,57.978952,-3.607572,58.270427
2029-Aug-01 00:00:00.0000 TDB,2462349.50000,96.857113,-3.438018,46.757459,-5.572499,46.339453,-2.803986,-4.979945,57.978719,-3.607558,58.270241
2029-Aug-02 00:00:00.0000 TDB,2462350.50000,96.855712,-3.438098,46.791113,-5.575375,46.372939,-2.806069,-4.979917,57.978487,-3.607543,58.270055
2029-Aug-03 00:00:00.0000 TDB,2462351.50000,96.854312,-3.438178,46.824767,-5.578252,46.406424,-2.808153,-4.979889,57.978255,-3.607529,58.269869
2029-Aug-04 00:00:00.0000 TDB,2462352.50000,96.852915,-3.438258,46.858420,-5.581128,46.439909,-2.810236,-4.979861,57.978023,-3.607515,58.269684
2029-Aug-05 00:00:00.0000 TDB,2462353.50000,96.851520,-3.438338,46.892074,-5.584004,46.473394,-2.812320,-4.979833,57.977792,-3.607501,58.269498
2029-Aug-06 00:00:00.0000 TDB,2462354.50000,96.850126,-3.438418,46.925727,-5.586880,46.506879,-2.814403,-4.979806,57.977561,-3.607487,58.269313
2029-Aug-07 00:00:00.0000 TDB,2462355.50000,96.848735,-3.438498,46.959381,-5.589756,46.540364,-2.816487,-4.979778,57.977330,-3.607473,58.269128
2029-Aug-08 00:00:00.0000 TDB,2462356.50000,96.847346,-3.438577,46.993034,-5.592632,46.573848,-2.818570,-4.979750,57.977100,-3.607459,58.268944
2029-Aug-09 00:00:00.0000 TDB,2462357.50000,96.845958,-3.438656,47.026687,-5.595508,46.607333,-2.820654,-4.979723,57.976869,-3.607446,58.268759
2029-Aug-10 00:00:00.0000 TDB,2462358.50000,96.844573,-3.438736,47.060340,-5.598384,46.640817,-2.822737,-4.979695,57.976640,-3.607432,58.268575
2029-Aug-11 00:00:00.0000 TDB,2462359.50000,96.843190,-3.438815,47.093993,-5.601260,46.674302,-2.824821,-4.979667,57.976410,-3.607418,58.268391
2029-Aug-12 00:00:00.0000 TDB,2462360.50000,96.841808,-3.438894,47.127646,-5.604136,46.707786,-2.826904,-4.979640,57.976181,-3.607404,58.268207
2029-Aug-13 00:00:00.0000 TDB,2462361.50000,96.840429,-3.438973,47.161298,-5.607012,46.741270,-2.828988,-4.979613,57.975952,-3.607390,58.268024
2029-Aug-14 00:00:00.0000 TDB,2462362.50000,96.839051,-3.439051,47.194951,-5.609888,46.774754,-2.831071,-4.979585,57.975724,-3.607376,58.267840
2029-Aug-15 00:00:00.0000 TDB,2462363.50000,96.837676,-3.439130,47.228603,-5.612764,46.808237,-2.833154,-4.979558,57.975496,-3.607362,58.267657
2029-Aug-16 00:00:00.0000 TDB,2462364.50000,96.836302,-3.439209,47.262255,-5.615640,46.841721,-2.835238,-4.979530,57.975268,-3.607349,58.267474
2029-Aug-17 00:00:00.0000 TDB,2462365.50000,96.834931,-3.439287,47.295908,-5.618516,46.875204,-2.837321,-4.979503,57.975041,-3.607335,58.267292
2029-Aug-18 00:00:00.0000 TDB,2462366.50000,96.833561,-3.439365,47.329560,-5.621392,46.908688,-2.839405,-4.979476,57.974813,-3.607321,58.267109
2029-Aug-19 00:00:00.0000 TDB,2462367.50000,96.832193,-3.439444,47.363212,-5.624268,46.942171,-2.841488,-4.979449,57.974587,-3.607307,58.266927
2029-Aug-20 00:00:00.0000 TDB,2462368.50000,96.830827,-3.439522,47.396864,-5.627143,46.975654,-2.843572,-4.979422,57.974360,-3.607294,58.266745
2029-Aug-21 00:00:00.0000 TDB,2462369.50000,96.829464,-3.439600,47.430516,-5.630019,47.009137,-2.845655,-4.979394,57.974134,-3.607280,58.266564
2029-Aug-22 00:00:00.0000 TDB,2462370.50000,96.828102,-3.439678,47.464167,-5.632895,47.042620,-2.847738,-4.979367,57.973908,-3.607266,58.266382
2029-Aug-23 00:00:00.0000 TDB,2462371.50000,96.826742,-3.439755,47.497819,-5.635771,47.076102,-2.849822,-4.979340,57.973682,-3.607253,58.266201
2029-Aug-24 00:00:00.0000 TDB,2462372.50000,96.825384,-3.439833,47.531470,-5.638647,47.109585,-2.851905,-4.979313,57.973457,-3.607239,58.266020
2029-Aug-25 00:00:00.0000 TDB,2462373.50000,96.824028,-3.439911,47.565122,-5.641523,47.143067,-2.853988,-4.979287,57.973232,-3.607225,58.265839
2029-Aug-26 00:00:00.0000 TDB,2462374.50000,96.822673,-3.439988,47.598773,-5.644398,47.176549,-2.856072,-4.979260,57.973008,-3.607212,58.265658
2029-Aug-27 00:00:00.0000 TDB,2462375.50000,96.821321,-3.440065,47.632424,-5.647274,47.210032,-2.858155,-4.979233,57.972783,-3.607198,58.265478
2029-Aug-28 00:00:00.0000 TDB,2462376.50000,96.819971,-3.440142,47.666075,-5.650150,47.243514,-2.860238,-4.979206,57.972559,-3.607185,58.265298
2029-Aug-29 00:00:00.0000 TDB,2462377.50000,96.818622,-3.440220,47.699726,-5.653025,47.276996,-2.862322,-4.979179,57.972336,-3.607171,58.265118
2029-Aug-30 00:00:00.0000 TDB,2462378.50000,96.817276,-3.440297,47.733377,-5.655901,47.310477,-2.864405,-4.979153,57.972112,-3.607158,58.264938
2029-Aug-31 00:00:00.0000 TDB,2462379.50000,96.815931,-3.440373,47.767028,-5.658777,47.343959,-2.866488,-4.979126,57.971889,-3.607144,58.264759
2029-Sep-01 00:00:00.0000 TDB,2462380.50000,96.814588,-3.440450,47.800679,-5.661653,47.377440,-2.868572,-4.979099,57.971667,-3.607131,58.264579
2029-Sep-02 00:00:00.0000 TDB,2462381.50000,96.813247,-3.440527,47.834329,-5.664528,47.410922,-2.870655,-4.979073,57.971444,-3.607117,58.264400
2029-Sep-03 00:00:00.0000 TDB,2462382.50000,96.811908,-3.440603,47.867980,-5.667404,47.444403,-2.872738,-4.979046,57.971222,-3.607104,58.264221
2029-Sep-04 00:00:00.0000 TDB,2462383.50000,96.810571,-3.440680,47.901630,-5.670280,47.477884,-2.874821,-4.979020,57.971001,-3.607090,58.264043
2029-Sep-05 00:00:00.0000 TDB,2462384.50000,96.809236,-3.440756,47.935280,-5.673155,47.511365,-2.876905,-4.978993,57.970779,-3.607077,58.263864
2029-Sep-06 00:00:00.0000 TDB,2462385.50000,96.807903,-3.440832,47.968930,-5.676031,47.544846,-2.878988,-4.978967,57.970558,-3.607063,58.263686
2029-Sep-07 00:00:00.0000 TDB,2462386.50000,96.806571,-3.440909,48.002580,-5.678906,47.578327,-2.881071,-4.978940,57.970337,-3.607050,58.263508
2029-Sep-08 00:00:00.0000 TDB,2462387.50000,96.805242,-3.440985,48.036230,-5.681782,47.611807,-2.883154,-4.978914,57.970117,-3.607037,58.263331
2029-Sep-09 00:00:00.0000 TDB,2462388.50000,96.803914,-3.441060,48.069880,-5.684657,47.645288,-2.885238,-4.978888,57.969896,-3.607023,58.263153
2029-Sep-10 00:00:00.0000 TDB,2462389.50000,96.802588,-3.441136,48.103530,-5.687533,47.678768,-2.887321,-4.978862,57.969676,-3.607010,58.262976
2029-Sep-11 00:00:00.0000 TDB,2462390.50000,96.801264,-3.441212,48.137180,-5.690409,47.712248,-2.889404,-4.978835,57.969457,-3.606997,58.262799
2029-Sep-12 00:00:00.0000 TDB,2462391.50000,96.799942,-3.441287,48.170829,-5.693284,47.745729,-2.891487,-4.978809,57.969238,-3.606983,58.262622
2029-Sep-13 00:00:00.0000 TDB,2462392.50000,96.798621,-3.441363,48.204479,-5.696160,47.779208,-2.893571,-4.978783,57.969019,-3.606970,58.262445
2029-Sep-14 00:00:00.0000 TDB,2462393.50000,96.797303,-3.441438,48.238128,-5.699035,47.812688,-2.895654,-4.978757,57.968800,-3.606957,58.262269
2029-Sep-15 00:00:00.0000 TDB,2462394.50000,96.795986,-3.441513,48.271777,-5.701910,47.846168,-2.897737,-4.978731,57.968581,-3.606944,58.262093
2029-Sep-16 00:00:00.0000 TDB,2462395.50000,96.794671,-3.441589,48.305426,-5.704786,47.879648,-2.899820,-4.978705,57.968363,-3.606931,58.261917
2029-Sep-17 00:00:00.0000 TDB,2462396.50000,96.793358,-3.441664,48.339075,-5.707661,47.913127,-2.901903,-4.978679,57.968146,-3.606917,58.261741
2029-Sep-18 00:00:00.0000 TDB,2462397.50000,96.792047,-3.441739,48.372724,-5.710537,47.946606,-2.903986,-4.978653,57.967928,-3.606904,58.261565
2029-Sep-19 00:00:00.0000 TDB,2462398.50000,96.790737,-3.441813,48.406373,-5.713412,47.980086,-2.906070,-4.978627,57.967711,-3.606891,58.261390
2029-Sep-20 00:00:00.0000 TDB,2462399.50000,96.789430,-3.441888,48.440022,-5.716288,48.013565,-2.908153,-4.978601,57.967494,-3.606878,58.261215
2029-Sep-21 00:00:00.0000 TDB,2462400.50000,96.788124,-3.441963,48.473670,-5.719163,48.047044,-2.910236,-4.978576,57.967277,-3.606865,58.261040
2029-Sep-22 00:00:00.0000 TDB,2462401.50000,96.786820,-3.442037,48.507319,-5.722038,48.080523,-2.912319,-4.978550,57.967061,-3.606852,58.260865
2029-Sep-23 00:00:00.0000 TDB,2462402.50000,96.785518,-3.442112,48.540967,-5.724914,48.114001,-2.914402,-4.978524,57.966845,-3.606839,58.260690
2029-Sep-24 00:00:00.0000 TDB,2462403.50000,96.784218,-3.442186,48.574616,-5.727789,48.147480,-2.916485,-4.978498,57.966630,-3.606826,58.260516
2029-Sep-25 00:00:00.0000 TDB,2462404.50000,96.782919,-3.442260,48.608264,-5.730664,48.180958,-2.918568,-4.978473,57.966414,-3.606812,58.260342
2029-Sep-26 00:00:00.0000 TDB,2462405.50000,96.781623,-3.442334,48.641912,-5.733540,48.214437,-2.920651,-4.978447,57.966199,-3.606799,58.260168
2029-Sep-27 00:00:00.0000 TDB,2462406.50000,96.780328,-3.442408,48.675560,-5.736415,48.247915,-2.922735,-4.978422,57.965984,-3.606786,58.259995
2029-Sep-28 00:00:00.0000 TDB,2462407.50000,96.779035,-3.442482,48.709208,-5.739290,48.281393,-2.924818,-4.978396,57.965770,-3.606773,58.259821
2029-Sep-29 00:00:00.0000 TDB,2462408.50000,96.777743,-3.442556,48.742856,-5.742165,48.314871,-2.926901,-4.978371,57.965556,-3.606760,58.259648
2029-Sep-30 00:00:00.0000 TDB,2462409.50000,96.776454,-3.442630,48.776503,-5.745041,48.348349,-2.928984,-4.978345,57.965342,-3.606748,58.259475
2029-Oct-01 00:00:00.0000 TDB,2462410.50000,96.775166,-3.442703,48.810151,-5.747916,48.381827,-2.931067,-4.978320,57.965128,-3.606735,58.259302
2029-Oct-02 00:00:00.0000 TDB,2462411.50000,96.773880,-3.442777,48.843798,-5.750791,48.415304,-2.933150,-4.978295,57.964915,-3.606722,58.259129
2029-Oct-03 00:00:00.0000 TDB,2462412.50000,96.772596,-3.442850,48.877446,-5.753666,48.448782,-2.935233,-4.978269,57.964702,-3.606709,58.258957
2029-Oct-04 00:00:00.0000 TDB,2462413.50000,96.771313,-3.442923,48.911093,-5.756541,48.482259,-2.937316,-4.978244,57.964489,-3.606696,58.258785
2029-Oct-05 00:00:00.0000 TDB,2462414.50000,96.770032,-3.442996,48.944740,-5.759417,48.515736,-2.939399,-4.978219,57.964277,-3.606683,58.258613
2029-Oct-06 00:00:00.0000 TDB,2462415.50000,96.768753,-3.443069,48.978387,-5.762292,48.549213,-2.941482,-4.978194,57.964065,-3.606670,58.258441
2029-Oct-07 00:00:00.0000 TDB,2462416.50000,96.767476,-3.443142,49.012034,-5.765167,48.582690,-2.943565,-4.978168,57.963853,-3.606657,58.258269
2029-Oct-08 00:00:00.0000 TDB,2462417.50000,96.766201,-3.443215,49.045681,-5.768042,48.616167,-2.945648,-4.978143,57.963641,-3.606644,58.258098
2029-Oct-09 00:00:00.0000 TDB,2462418.50000,96.764927,-3.443288,49.079328,-5.770917,48.649644,-2.947731,-4.978118,57.963430,-3.606632,58.257927
2029-Oct-10 00:00:00.0000 TDB,2462419.50000,96.763655,-3.443361,49.112975,-5.773792,48.683121,-2.949814,-4.978093,57.963219,-3.606619,58.257756
2029-Oct-11 00:00:00.0000 TDB,2462420.50000,96.762385,-3.443433,49.146622,-5.776667,48.716597,-2.951897,-4.978068,57.963008,-3.606606,58.257585
2029-Oct-12 00:00:00.0000 TDB,2462421.50000,96.761116,-3.443506,49.180268,-5.779542,48.750073,-2.953980,-4.978043,57.962798,-3.606593,58.257415
2029-Oct-13 00:00:00.0000 TDB,2462422.50000,96.759850,-3.443578,49.213915,-5.782417,48.783550,-2.956063,-4.978018,57.962588,-3.606581,58.257244
2029-Oct-14 00:00:00.0000 TDB,2462423.50000,96.758585,-3.443650,49.247561,-5.785293,48.817026,-2.958146,-4.977993,57.962378,-3.606568,58.257074
2029-Oct-15 00:00:00.0000 TDB,2462424.50000,96.757321,-3.443722,49.281207,-5.788168,48.850502,-2.960229,-4.977969,57.962168,-3.606555,58.256904
2029-Oct-16 00:00:00.0000 TDB,2462425.50000,96.756060,-3.443794,49.314853,-5.791043,48.883978,-2.962312,-4.977944,57.961959,-3.606543,58.256734
2029-Oct-17 00:00:00.0000 TDB,2462426.50000,96.754800,-3.443866,49.348499,-5.793918,48.917454,-2.964395,-4.977919,57.961750,-3.606530,58.256565
2029-Oct-18 00:00:00.0000 TDB,2462427.50000,96.753542,-3.443938,49.382145,-5.796793,48.950929,-2.966478,-4.977894,57.961541,-3.606517,58.256395
2029-Oct-19 00:00:00.0000 TDB,2462428.50000,96.752285,-3.444010,49.415791,-5.799668,48.984405,-2.968561,-4.977870,57.961333,-3.606505,58.256226
2029-Oct-20 00:00:00.0000 TDB,2462429.50000,96.751031,-3.444082,49.449437,-5.802542,49.017880,-2.970644,-4.977845,57.961125,-3.606492,58.256057
2029-Oct-21 00:00:00.0000 TDB,2462430.50000,96.749778,-3.444153,49.483082,-5.805417,49.051355,-2.972727,-4.977820,57.960917,-3.606479,58.255889
2029-Oct-22 00:00:00.0000 TDB,2462431.50000,96.748526,-3.444225,49.516728,-5.808292,49.084831,-2.974810,-4.977796,57.960709,-3.606467,58.255720
2029-Oct-23 00:00:00.0000 TDB,2462432.50000,96.747277,-3.444296,49.550373,-5.811167,49.118306,-2.976892,-4.977771,57.960502,-3.606454,58.255552
2029-Oct-24 00:00:00.0000 TDB,2462433.50000,96.746029,-3.444367,49.584019,-5.814042,49.151781,-2.978975,-4.977747,57.960295,-3.606442,58.255384
2029-Oct-25 00:00:00.0000 TDB,2462434.50000,96.744783,-3.444438,49.617664,-5.816917,49.185255,-2.981058,-4.977722,57.960088,-3.606429,58.255216
2029-Oct-26 00:00:00.0000 TDB,2462435.50000,96.743538,-3.444509,49.651309,-5.819792,49.218730,-2.983141,-4.977698,57.959882,-3.606417,58.255048
2029-Oct-27 00:00:00.0000 TDB,2462436.50000,96.742295,-3.444580,49.684954,-5.822667,49.252205,-2.985224,-4.977674,57.959676,-3.606404,58.254881
2029-Oct-28 00:00:00.0000 TDB,2462437.50000,96.741054,-3.444651,49.718599,-5.825542,49.285679,-2.987307,-4.977649,57.959470,-3.606392,58.254713
2029-Oct-29 00:00:00.0000 TDB,2462438.50000,96.739815,-3.444722,49.752244,-5.828416,49.319153,-2.989390,-4.977625,57.959264,-3.606379,58.254546
2029-Oct-30 00:00:00.0000 TDB,2462439.50000,96.738577,-3.444793,49.785889,-5.831291,49.352628,-2.991473,-4.977601,57.959059,-3.606367,58.254379
2029-Oct-31 00:00:00.0000 TDB,2462440.50000,96.737341,-3.444863,49.819533,-5.834166,49.386102,-2.993555,-4.977576,57.958854,-3.606354,58.254212
2029-Nov-01 00:00:00.0000 TDB,2462441.50000,96.736106,-3.444934,49.853178,-5.837041,49.419576,-2.995638,-4.977552,57.958649,-3.606342,58.254046
2029-Nov-02 00:00:00.0000 TDB,2462442.50000,96.734873,-3.445004,49.886822,-5.839916,49.453050,-2.997721,-4.977528,57.958445,-3.606330,58.253880
2029-Nov-03 00:00:00.0000 TDB,2462443.50000,96.733642,-3.445074,49.920467,-5.842790,49.486523,-2.999804,-4.977504,57.958240,-3.606317,58.253713
2029-Nov-04 00:00:00.0000 TDB,2462444.50000,96.732413,-3.445144,49.954111,-5.845665,49.519997,-3.001887,-4.977480,57.958037,-3.606305,58.253548
2029-Nov-05 00:00:00.0000 TDB,2462445.50000,96.731185,-3.445215,49.987755,-5.848540,49.553470,-3.003970,-4.977456,57.957833,-3.606292,58.253382
