date_tdb,jd_tdb,lambda_deg,beta_deg,distance_au,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2017-Nov-08 00:00:00.0000 TDB,2458065.50000,292.134788,2.399959,98.915114,37.237214,-91.544705,4.142064,-1.505269,32.446314,-2.371937,-30.694652
2017-Nov-09 00:00:00.0000 TDB,2458066.50000,292.138495,2.399597,98.897327,37.236449,-91.525859,4.140695,-1.142000,32.819044,-2.371799,-30.902111
2017-Nov-10 00:00:00.0000 TDB,2458067.50000,292.142363,2.399237,98.879418,37.235893,-91.506795,4.139325,-0.784506,33.198597,-2.371724,-31.117966
2017-Nov-11 00:00:00.0000 TDB,2458068.50000,292.146391,2.398880,98.861381,37.235542,-91.487510,4.137955,-0.433045,33.585009,-2.371716,-31.342346
2017-Nov-12 00:00:00.0000 TDB,2458069.50000,292.150577,2.398527,98.843213,37.235392,-91.468000,4.136585,-0.087896,33.978263,-2.371770,-31.575336
2017-Nov-13 00:00:00.0000 TDB,2458070.50000,292.154921,2.398177,98.824907,37.235439,-91.448260,4.135215,0.250663,34.378293,-2.371882,-31.816977
2017-Nov-14 00:00:00.0000 TDB,2458071.50000,292.159422,2.397830,98.806459,37.235680,-91.428288,4.133845,0.582361,34.784993,-2.372043,-32.067270
2017-Nov-15 00:00:00.0000 TDB,2458072.50000,292.164078,2.397486,98.787865,37.236110,-91.408079,4.132475,0.906941,35.198220,-2.372243,-32.326177
2017-Nov-16 00:00:00.0000 TDB,2458073.50000,292.168889,2.397146,98.769118,37.236726,-91.387630,4.131105,1.224167,35.617806,-2.372472,-32.593627
2017-Nov-17 00:00:00.0000 TDB,2458074.50000,292.173852,2.396809,98.750214,37.237523,-91.366936,4.129735,1.533821,36.043558,-2.372718,-32.869523
2017-Nov-18 00:00:00.0000 TDB,2458075.50000,292.178966,2.396476,98.731149,37.238496,-91.345995,4.128365,1.835709,36.475267,-2.372971,-33.153742
2017-Nov-19 00:00:00.0000 TDB,2458076.50000,292.184230,2.396147,98.711917,37.239642,-91.324802,4.126994,2.129659,36.912711,-2.373221,-33.446139
2017-Nov-20 00:00:00.0000 TDB,2458077.50000,292.189641,2.395822,98.692514,37.240955,-91.303356,4.125623,2.415524,37.355657,-2.373457,-33.746556
2017-Nov-21 00:00:00.0000 TDB,2458078.50000,292.195199,2.395501,98.672935,37.242431,-91.281652,4.124252,2.693179,37.803872,-2.373671,-34.054820
2017-Nov-22 00:00:00.0000 TDB,2458079.50000,292.200902,2.395184,98.653176,37.244064,-91.259688,4.122881,2.962517,38.257120,-2.373856,-34.370751
2017-Nov-23 00:00:00.0000 TDB,2458080.50000,292.206747,2.394872,98.633232,37.245851,-91.237460,4.121510,3.223450,38.715164,-2.374006,-34.694165
2017-Nov-24 00:00:00.0000 TDB,2458081.50000,292.212732,2.394563,98.613099,37.247786,-91.214967,4.120139,3.475906,39.177773,-2.374115,-35.024872
2017-Nov-25 00:00:00.0000 TDB,2458082.50000,292.218856,2.394260,98.592773,37.249864,-91.192205,4.118768,3.719825,39.644713,-2.374179,-35.362678
2017-Nov-26 00:00:00.0000 TDB,2458083.50000,292.225117,2.393961,98.572250,37.252081,-91.169173,4.117397,3.955164,40.115748,-2.374195,-35.707382
2017-Nov-27 00:00:00.0000 TDB,2458084.50000,292.231513,2.393667,98.551527,37.254431,-91.145867,4.116026,4.181896,40.590643,-2.374159,-36.058774
2017-Nov-28 00:00:00.0000 TDB,2458085.50000,292.238041,2.393377,98.530598,37.256910,-91.122286,4.114654,4.400017,41.069157,-2.374071,-36.416636
2017-Nov-29 00:00:00.0000 TDB,2458086.50000,292.244699,2.393093,98.509461,37.259512,-91.098428,4.113283,4.609556,41.551056,-2.373932,-36.780739
2017-Nov-30 00:00:00.0000 TDB,2458087.50000,292.251486,2.392814,98.488111,37.262233,-91.074290,4.111912,4.810576,42.036119,-2.373744,-37.150855
2017-Dec-01 00:00:00.0000 TDB,2458088.50000,292.258399,2.392540,98.466547,37.265067,-91.049871,4.110541,5.003180,42.524153,-2.373517,-37.526768
2017-Dec-02 00:00:00.0000 TDB,2458089.50000,292.265436,2.392271,98.444763,37.268010,-91.025170,4.109171,5.187501,43.015021,-2.373264,-37.908303
2017-Dec-03 00:00:00.0000 TDB,2458090.50000,292.272595,2.392008,98.422758,37.271058,-91.000184,4.107800,5.363682,43.508654,-2.373003,-38.295343
2017-Dec-04 00:00:00.0000 TDB,2458091.50000,292.279874,2.391750,98.400527,37.274204,-90.974913,4.106430,5.531840,44.005066,-2.372757,-38.687858
2017-Dec-05 00:00:00.0000 TDB,2458092.50000,292.287271,2.391497,98.378069,37.277446,-90.949353,4.105059,5.692026,44.504329,-2.372548,-39.085899
2017-Dec-06 00:00:00.0000 TDB,2458093.50000,292.294784,2.391250,98.355378,37.280778,-90.923505,4.103689,5.844202,45.006548,-2.372396,-39.489577
2017-Dec-07 00:00:00.0000 TDB,2458094.50000,292.302411,2.391009,98.332453,37.284195,-90.897366,4.102319,5.988240,45.511806,-2.372311,-39.899021
2017-Dec-08 00:00:00.0000 TDB,2458095.50000,292.310150,2.390774,98.309290,37.287693,-90.870934,4.100949,6.123942,46.020136,-2.372298,-40.314336
2017-Dec-09 00:00:00.0000 TDB,2458096.50000,292.317999,2.390544,98.285885,37.291267,-90.844208,4.099579,6.251076,46.531501,-2.372354,-40.735579
2017-Dec-10 00:00:00.0000 TDB,2458097.50000,292.325955,2.390320,98.262235,37.294912,-90.817185,4.098209,6.369404,47.045794,-2.372472,-41.162742
2017-Dec-11 00:00:00.0000 TDB,2458098.50000,292.334017,2.390102,98.238337,37.298623,-90.789865,4.096838,6.478708,47.562858,-2.372641,-41.595766
2017-Dec-12 00:00:00.0000 TDB,2458099.50000,292.342182,2.389890,98.214187,37.302394,-90.762245,4.095468,6.578792,48.082495,-2.372850,-42.034542
2017-Dec-13 00:00:00.0000 TDB,2458100.50000,292.350448,2.389684,98.189782,37.306220,-90.734324,4.094097,6.669491,48.604482,-2.373086,-42.478931
2017-Dec-14 00:00:00.0000 TDB,2458101.50000,292.358811,2.389484,98.165119,37.310096,-90.706102,4.092727,6.750665,49.128582,-2.373340,-42.928768
2017-Dec-15 00:00:00.0000 TDB,2458102.50000,292.367270,2.389290,98.140194,37.314016,-90.677576,4.091356,6.822198,49.654544,-2.373600,-43.383869
2017-Dec-16 00:00:00.0000 TDB,2458103.50000,292.375822,2.389102,98.115005,37.317974,-90.648746,4.089985,6.883994,50.182112,-2.373857,-43.844036
2017-Dec-17 00:00:00.0000 TDB,2458104.50000,292.384464,2.388921,98.089549,37.321965,-90.619610,4.088614,6.935981,50.711021,-2.374100,-44.309056
2017-Dec-18 00:00:00.0000 TDB,2458105.50000,292.393194,2.388746,98.063823,37.325984,-90.590169,4.087243,6.978103,51.241003,-2.374322,-44.778705
2017-Dec-19 00:00:00.0000 TDB,2458106.50000,292.402007,2.388578,98.037824,37.330024,-90.560422,4.085871,7.010327,51.771787,-2.374515,-45.252751
2017-Dec-20 00:00:00.0000 TDB,2458107.50000,292.410903,2.388416,98.011551,37.334080,-90.530368,4.084500,7.032638,52.303102,-2.374671,-45.730950
2017-Dec-21 00:00:00.0000 TDB,2458108.50000,292.419877,2.388261,97.985000,37.338145,-90.500007,4.083128,7.045042,52.834678,-2.374787,-46.213058
2017-Dec-22 00:00:00.0000 TDB,2458109.50000,292.428926,2.388113,97.958170,37.342215,-90.469339,4.081757,7.047564,53.366249,-2.374856,-46.698822
2017-Dec-23 00:00:00.0000 TDB,2458110.50000,292.438049,2.387971,97.931058,37.346284,-90.438363,4.080385,7.040243,53.897552,-2.374877,-47.187991
2017-Dec-24 00:00:00.0000 TDB,2458111.50000,292.447241,2.387836,97.903662,37.350346,-90.407082,4.079014,7.023141,54.428330,-2.374847,-47.680308
2017-Dec-25 00:00:00.0000 TDB,2458112.50000,292.456501,2.387709,97.875982,37.354395,-90.375494,4.077642,6.996335,54.958331,-2.374767,-48.175516
2017-Dec-26 00:00:00.0000 TDB,2458113.50000,292.465824,2.387588,97.848015,37.358425,-90.343600,4.076271,6.959924,55.487311,-2.374637,-48.673356
2017-Dec-27 00:00:00.0000 TDB,2458114.50000,292.475208,2.387474,97.819759,37.362432,-90.311401,4.074899,6.914035,56.015034,-2.374461,-49.173569
2017-Dec-28 00:00:00.0000 TDB,2458115.50000,292.484650,2.387367,97.791214,37.366410,-90.278897,4.073528,6.858822,56.541285,-2.374245,-49.675903
2017-Dec-29 00:00:00.0000 TDB,2458116.50000,292.494146,2.387267,97.762378,37.370353,-90.246090,4.072157,6.794469,57.065881,-2.373999,-50.180124
2017-Dec-30 00:00:00.0000 TDB,2458117.50000,292.503695,2.387175,97.733251,37.374256,-90.212981,4.070786,6.721185,57.588690,-2.373739,-50.686036
2017-Dec-31 00:00:00.0000 TDB,2458118.50000,292.513293,2.387089,97.703831,37.378115,-90.179570,4.069415,6.639181,58.109642,-2.373482,-51.193501
2018-Jan-01 00:00:00.0000 TDB,2458119.50000,292.522937,2.387011,97.674117,37.381924,-90.145859,4.068044,6.548645,58.628746,-2.373252,-51.702461
2018-Jan-02 00:00:00.0000 TDB,2458120.50000,292.532625,2.386940,97.644109,37.385678,-90.111849,4.066673,6.449701,59.146068,-2.373070,-52.212936
2018-Jan-03 00:00:00.0000 TDB,2458121.50000,292.542353,2.386876,97.613806,37.389372,-90.077540,4.065303,6.342381,59.661705,-2.372954,-52.725009
2018-Jan-04 00:00:00.0000 TDB,2458122.50000,292.552120,2.386820,97.583206,37.393002,-90.042934,4.063932,6.226626,60.175737,-2.372914,-53.238782
2018-Jan-05 00:00:00.0000 TDB,2458123.50000,292.561921,2.386771,97.552309,37.396563,-90.008032,4.062562,6.102300,60.688185,-2.372950,-53.754332
2018-Jan-06 00:00:00.0000 TDB,2458124.50000,292.571756,2.386729,97.521114,37.400049,-89.972834,4.061191,5.969234,61.198988,-2.373058,-54.271675
2018-Jan-07 00:00:00.0000 TDB,2458125.50000,292.581620,2.386694,97.489620,37.403456,-89.937341,4.059821,5.827262,61.708012,-2.373224,-54.790753
2018-Jan-08 00:00:00.0000 TDB,2458126.50000,292.591511,2.386666,97.457825,37.406779,-89.901555,4.058450,5.676243,62.215062,-2.373436,-55.311447
2018-Jan-09 00:00:00.0000 TDB,2458127.50000,292.601426,2.386646,97.425730,37.410011,-89.865477,4.057079,5.516080,62.719907,-2.373678,-55.833588
2018-Jan-10 00:00:00.0000 TDB,2458128.50000,292.611361,2.386633,97.393332,37.413148,-89.829108,4.055708,5.346710,63.222299,-2.373939,-56.356974
2018-Jan-11 00:00:00.0000 TDB,2458129.50000,292.621314,2.386628,97.360632,37.416185,-89.792450,4.054337,5.168104,63.721980,-2.374207,-56.881387
2018-Jan-12 00:00:00.0000 TDB,2458130.50000,292.631281,2.386630,97.327628,37.419116,-89.755504,4.052966,4.980261,64.218695,-2.374471,-57.406598
2018-Jan-13 00:00:00.0000 TDB,2458131.50000,292.641259,2.386639,97.294321,37.421936,-89.718272,4.051594,4.783197,64.712189,-2.374721,-57.932371
2018-Jan-14 00:00:00.0000 TDB,2458132.50000,292.651245,2.386655,97.260711,37.424640,-89.680756,4.050223,4.576949,65.202208,-2.374951,-58.458463
2018-Jan-15 00:00:00.0000 TDB,2458133.50000,292.661236,2.386679,97.226796,37.427221,-89.642957,4.048851,4.361567,65.688497,-2.375151,-58.984628
2018-Jan-16 00:00:00.0000 TDB,2458134.50000,292.671229,2.386711,97.192578,37.429676,-89.604880,4.047479,4.137121,66.170802,-2.375315,-59.510611
2018-Jan-17 00:00:00.0000 TDB,2458135.50000,292.681220,2.386749,97.158056,37.431998,-89.566525,4.046107,3.903696,66.648870,-2.375438,-60.036152
2018-Jan-18 00:00:00.0000 TDB,2458136.50000,292.691205,2.386796,97.123230,37.434183,-89.527895,4.044735,3.661398,67.122450,-2.375514,-60.560985
2018-Jan-19 00:00:00.0000 TDB,2458137.50000,292.701182,2.386849,97.088102,37.436226,-89.488993,4.043363,3.410354,67.591294,-2.375541,-61.084840
2018-Jan-20 00:00:00.0000 TDB,2458138.50000,292.711147,2.386911,97.052672,37.438121,-89.449821,4.041991,3.150711,68.055166,-2.375516,-61.607449
2018-Jan-21 00:00:00.0000 TDB,2458139.50000,292.721098,2.386979,97.016940,37.439864,-89.410383,4.040619,2.882635,68.513838,-2.375439,-62.128545
2018-Jan-22 00:00:00.0000 TDB,2458140.50000,292.731030,2.387055,96.980908,37.441449,-89.370682,4.039248,2.606315,68.967096,-2.375313,-62.647864
2018-Jan-23 00:00:00.0000 TDB,2458141.50000,292.740940,2.387139,96.944576,37.442873,-89.330721,4.037876,2.321956,69.414745,-2.375142,-63.165154
2018-Jan-24 00:00:00.0000 TDB,2458142.50000,292.750826,2.387230,96.907946,37.444130,-89.290502,4.036504,2.029785,69.856611,-2.374931,-63.680173
2018-Jan-25 00:00:00.0000 TDB,2458143.50000,292.760685,2.387329,96.871020,37.445216,-89.250031,4.035133,1.730046,70.292545,-2.374690,-64.192697
2018-Jan-26 00:00:00.0000 TDB,2458144.50000,292.770512,2.387435,96.833798,37.446127,-89.209309,4.033761,1.423000,70.722437,-2.374432,-64.702531
2018-Jan-27 00:00:00.0000 TDB,2458145.50000,292.780306,2.387548,96.796283,37.446858,-89.168341,4.032390,1.108914,71.146223,-2.374172,-65.209518
2018-Jan-28 00:00:00.0000 TDB,2458146.50000,292.790062,2.387669,96.758475,37.447406,-89.127129,4.031019,0.788049,71.563893,-2.373928,-65.713554
2018-Jan-29 00:00:00.0000 TDB,2458147.50000,292.799779,2.387797,96.720378,37.447767,-89.085679,4.029648,0.460636,71.975498,-2.373720,-66.214604
2018-Jan-30 00:00:00.0000 TDB,2458148.50000,292.809454,2.387933,96.681992,37.447937,-89.043992,4.028277,0.126848,72.381137,-2.373567,-66.712699
2018-Jan-31 00:00:00.0000 TDB,2458149.50000,292.819083,2.388075,96.643319,37.447912,-89.002073,4.026906,-0.213224,72.780931,-2.373485,-67.207919
2018-Feb-01 00:00:00.0000 TDB,2458150.50000,292.828664,2.388225,96.604360,37.447690,-88.959924,4.025535,-0.559574,73.174986,-2.373480,-67.700365
2018-Feb-02 00:00:00.0000 TDB,2458151.50000,292.838195,2.388382,96.565119,37.447265,-88.917549,4.024164,-0.912267,73.563351,-2.373553,-68.190113
2018-Feb-03 00:00:00.0000 TDB,2458152.50000,292.847672,2.388546,96.525595,37.446635,-88.874952,4.022793,-1.271401,73.945999,-2.373694,-68.677181
2018-Feb-04 00:00:00.0000 TDB,2458153.50000,292.857093,2.388718,96.485790,37.445795,-88.832136,4.021423,-1.637075,74.322826,-2.373891,-69.161514
2018-Feb-05 00:00:00.0000 TDB,2458154.50000,292.866455,2.388896,96.445707,37.444742,-88.789103,4.020051,-2.009353,74.693666,-2.374126,-69.642991
2018-Feb-06 00:00:00.0000 TDB,2458155.50000,292.875755,2.389081,96.405347,37.443473,-88.745859,4.018680,-2.388259,75.058318,-2.374385,-70.121437
2018-Feb-07 00:00:00.0000 TDB,2458156.50000,292.884990,2.389273,96.364711,37.441982,-88.702405,4.017309,-2.773770,75.416562,-2.374654,-70.596648
2018-Feb-08 00:00:00.0000 TDB,2458157.50000,292.894158,2.389471,96.323801,37.440267,-88.658746,4.015937,-3.165826,75.768180,-2.374920,-71.068404
2018-Feb-09 00:00:00.0000 TDB,2458158.50000,292.903254,2.389677,96.282621,37.438324,-88.614887,4.014566,-3.564342,76.112962,-2.375174,-71.536480
2018-Feb-10 00:00:00.0000 TDB,2458159.50000,292.912276,2.389889,96.241171,37.436149,-88.570830,4.013194,-3.969210,76.450701,-2.375407,-72.000652
2018-Feb-11 00:00:00.0000 TDB,2458160.50000,292.921222,2.390108,96.199454,37.433738,-88.526580,4.011822,-4.380310,76.781203,-2.375611,-72.460695
2018-Feb-12 00:00:00.0000 TDB,2458161.50000,292.930088,2.390334,96.157472,37.431088,-88.482142,4.010450,-4.797508,77.104274,-2.375780,-72.916385
2018-Feb-13 00:00:00.0000 TDB,2458162.50000,292.938871,2.390567,96.115229,37.428196,-88.437519,4.009077,-5.220658,77.419726,-2.375909,-73.367494
2018-Feb-14 00:00:00.0000 TDB,2458163.50000,292.947569,2.390806,96.072727,37.425057,-88.392716,4.007705,-5.649600,77.727369,-2.375992,-73.813790
2018-Feb-15 00:00:00.0000 TDB,2458164.50000,292.956178,2.391052,96.029968,37.421669,-88.347738,4.006333,-6.084155,78.027018,-2.376025,-74.255038
2018-Feb-16 00:00:00.0000 TDB,2458165.50000,292.964695,2.391304,95.986956,37.418028,-88.302589,4.004961,-6.524124,78.318492,-2.376006,-74.690995
2018-Feb-17 00:00:00.0000 TDB,2458166.50000,292.973119,2.391563,95.943694,37.414132,-88.257274,4.003588,-6.969286,78.601621,-2.375934,-75.121424
2018-Feb-18 00:00:00.0000 TDB,2458167.50000,292.981445,2.391828,95.900184,37.409977,-88.211798,4.002216,-7.419395,78.876251,-2.375811,-75.546089
2018-Feb-19 00:00:00.0000 TDB,2458168.50000,292.989671,2.392099,95.856432,37.405561,-88.166166,4.000844,-7.874187,79.142249,-2.375642,-75.964768
2018-Feb-20 00:00:00.0000 TDB,2458169.50000,292.997795,2.392377,95.812439,37.400880,-88.120383,3.999472,-8.333378,79.399511,-2.375432,-76.377259
2018-Feb-21 00:00:00.0000 TDB,2458170.50000,293.005813,2.392661,95.768210,37.395934,-88.074453,3.998100,-8.796674,79.647965,-2.375192,-76.783383
2018-Feb-22 00:00:00.0000 TDB,2458171.50000,293.013724,2.392951,95.723748,37.390719,-88.028383,3.996729,-9.263775,79.887578,-2.374934,-77.182994
2018-Feb-23 00:00:00.0000 TDB,2458172.50000,293.021525,2.393248,95.679057,37.385233,-87.982177,3.995357,-9.734380,80.118355,-2.374672,-77.575984
2018-Feb-24 00:00:00.0000 TDB,2458173.50000,293.029213,2.393550,95.634142,37.379474,-87.935841,3.993986,-10.208204,80.340344,-2.374422,-77.962287
2018-Feb-25 00:00:00.0000 TDB,2458174.50000,293.036786,2.393858,95.589005,37.373441,-87.889378,3.992614,-10.684984,80.553640,-2.374201,-78.341889
2018-Feb-26 00:00:00.0000 TDB,2458175.50000,293.044242,2.394172,95.543650,37.367131,-87.842795,3.991243,-11.164495,80.758373,-2.374026,-78.714824
2018-Feb-27 00:00:00.0000 TDB,2458176.50000,293.051579,2.394492,95.498083,37.360544,-87.796096,3.989872,-11.646571,80.954702,-2.373911,-79.081176
2018-Feb-28 00:00:00.0000 TDB,2458177.50000,293.058795,2.394817,95.452305,37.353678,-87.749286,3.988501,-12.131112,81.142794,-2.373866,-79.441058
2018-Mar-01 00:00:00.0000 TDB,2458178.50000,293.065888,2.395148,95.406322,37.346531,-87.702370,3.987130,-12.618086,81.322792,-2.373896,-79.794590
2018-Mar-02 00:00:00.0000 TDB,2458179.50000,293.072855,2.395484,95.360136,37.339102,-87.655352,3.985759,-13.107517,81.494792,-2.373998,-80.141871
2018-Mar-03 00:00:00.0000 TDB,2458180.50000,293.079695,2.395826,95.313751,37.331390,-87.608237,3.984388,-13.599458,81.658821,-2.374161,-80.482946
2018-Mar-04 00:00:00.0000 TDB,2458181.50000,293.086406,2.396172,95.267172,37.323393,-87.561030,3.983017,-14.093961,81.814838,-2.374372,-80.817798
2018-Mar-05 00:00:00.0000 TDB,2458182.50000,293.092986,2.396524,95.220400,37.315110,-87.513734,3.981645,-14.591050,81.962747,-2.374614,-81.146346
2018-Mar-06 00:00:00.0000 TDB,2458183.50000,293.099432,2.396881,95.173441,37.306539,-87.466356,3.980274,-15.090707,82.102412,-2.374873,-81.468459
2018-Mar-07 00:00:00.0000 TDB,2458184.50000,293.105743,2.397243,95.126298,37.297678,-87.418900,3.978902,-15.592871,82.233687,-2.375133,-81.783975
2018-Mar-08 00:00:00.0000 TDB,2458185.50000,293.111916,2.397609,95.078974,37.288527,-87.371370,3.977530,-16.097442,82.356421,-2.375382,-82.092718
2018-Mar-09 00:00:00.0000 TDB,2458186.50000,293.117950,2.397980,95.031474,37.279083,-87.323772,3.976158,-16.604294,82.470476,-2.375612,-82.394510
2018-Mar-10 00:00:00.0000 TDB,2458187.50000,293.123841,2.398356,94.983802,37.269347,-87.276110,3.974786,-17.113278,82.575724,-2.375814,-82.689173
2018-Mar-11 00:00:00.0000 TDB,2458188.50000,293.129589,2.398737,94.935961,37.259316,-87.228391,3.973414,-17.624236,82.672047,-2.375982,-82.976538
2018-Mar-12 00:00:00.0000 TDB,2458189.50000,293.135191,2.399122,94.887957,37.248989,-87.180618,3.972042,-18.136998,82.759338,-2.376110,-83.256435
2018-Mar-13 00:00:00.0000 TDB,2458190.50000,293.140644,2.399511,94.839794,37.238365,-87.132797,3.970669,-18.651386,82.837490,-2.376195,-83.528698
2018-Mar-14 00:00:00.0000 TDB,2458191.50000,293.145948,2.399904,94.791475,37.227444,-87.084934,3.969297,-19.167211,82.906401,-2.376232,-83.793155
2018-Mar-15 00:00:00.0000 TDB,2458192.50000,293.151101,2.400302,94.743006,37.216225,-87.037034,3.967925,-19.684268,82.965971,-2.376217,-84.049633
2018-Mar-16 00:00:00.0000 TDB,2458193.50000,293.156099,2.400704,94.694391,37.204707,-86.989102,3.966552,-20.202333,83.016102,-2.376151,-84.297952
2018-Mar-17 00:00:00.0000 TDB,2458194.50000,293.160943,2.401110,94.645635,37.192889,-86.941144,3.965180,-20.721159,83.056708,-2.376032,-84.537934
2018-Mar-18 00:00:00.0000 TDB,2458195.50000,293.165629,2.401520,94.596743,37.180772,-86.893166,3.963808,-21.240473,83.087722,-2.375865,-84.769408
2018-Mar-19 00:00:00.0000 TDB,2458196.50000,293.170156,2.401934,94.547720,37.168354,-86.845172,3.962435,-21.759978,83.109104,-2.375655,-84.992218
2018-Mar-20 00:00:00.0000 TDB,2458197.50000,293.174523,2.402351,94.498571,37.155637,-86.797169,3.961064,-22.279364,83.120853,-2.375413,-85.206239
2018-Mar-21 00:00:00.0000 TDB,2458198.50000,293.178727,2.402772,94.449300,37.142620,-86.749161,3.959692,-22.798312,83.123010,-2.375151,-85.411382
2018-Mar-22 00:00:00.0000 TDB,2458199.50000,293.182769,2.403196,94.399914,37.129303,-86.701155,3.958320,-23.316513,83.115666,-2.374885,-85.607606
2018-Mar-23 00:00:00.0000 TDB,2458200.50000,293.186646,2.403624,94.350417,37.115687,-86.653156,3.956948,-23.833679,83.098954,-2.374629,-85.794919
2018-Mar-24 00:00:00.0000 TDB,2458201.50000,293.190358,2.404055,94.300814,37.101773,-86.605170,3.955577,-24.349554,83.073049,-2.374401,-85.973375
2018-Mar-25 00:00:00.0000 TDB,2458202.50000,293.193903,2.404490,94.251111,37.087561,-86.557201,3.954206,-24.863926,83.038150,-2.374215,-86.143072
2018-Mar-26 00:00:00.0000 TDB,2458203.50000,293.197280,2.404927,94.201312,37.073053,-86.509254,3.952835,-25.376632,82.994475,-2.374084,-86.304145
2018-Mar-27 00:00:00.0000 TDB,2458204.50000,293.200489,2.405367,94.151423,37.058249,-86.461336,3.951463,-25.887563,82.942245,-2.374017,-86.456748
2018-Mar-28 00:00:00.0000 TDB,2458205.50000,293.203528,2.405809,94.101448,37.043151,-86.413450,3.950092,-26.396665,82.881665,-2.374018,-86.601046
2018-Mar-29 00:00:00.0000 TDB,2458206.50000,293.206397,2.406254,94.051392,37.027759,-86.365601,3.948721,-26.903931,82.812911,-2.374087,-86.737192
2018-Mar-30 00:00:00.0000 TDB,2458207.50000,293.209095,2.406702,94.001260,37.012074,-86.317794,3.947350,-27.409389,82.736109,-2.374217,-86.865311
2018-Mar-31 00:00:00.0000 TDB,2458208.50000,293.211622,2.407152,93.951056,36.996099,-86.270034,3.945979,-27.913084,82.651334,-2.374398,-86.985482
2018-Apr-01 00:00:00.0000 TDB,2458209.50000,293.213975,2.407604,93.900785,36.979832,-86.222326,3.944607,-28.415053,82.558602,-2.374615,-87.097733
2018-Apr-02 00:00:00.0000 TDB,2458210.50000,293.216155,2.408058,93.850451,36.963277,-86.174673,3.943236,-28.915312,82.457886,-2.374854,-87.202038
2018-Apr-03 00:00:00.0000 TDB,2458211.50000,293.218161,2.408514,93.800059,36.946433,-86.127080,3.941864,-29.413840,82.349125,-2.375100,-87.298329
2018-Apr-04 00:00:00.0000 TDB,2458212.50000,293.219992,2.408971,93.749615,36.929301,-86.079553,3.940492,-29.910578,82.232245,-2.375340,-87.386511
2018-Apr-05 00:00:00.0000 TDB,2458213.50000,293.221647,2.409430,93.699121,36.911884,-86.032096,3.939120,-30.405433,82.107172,-2.375561,-87.466472
2018-Apr-06 00:00:00.0000 TDB,2458214.50000,293.223125,2.409891,93.648584,36.894181,-85.984713,3.937748,-30.898285,81.973838,-2.375757,-87.538098
2018-Apr-07 00:00:00.0000 TDB,2458215.50000,293.224425,2.410353,93.598008,36.876193,-85.937410,3.936376,-31.388991,81.832188,-2.375919,-87.601280
2018-Apr-08 00:00:00.0000 TDB,2458216.50000,293.225547,2.410817,93.547398,36.857924,-85.890190,3.935004,-31.877400,81.682180,-2.376042,-87.655912
2018-Apr-09 00:00:00.0000 TDB,2458217.50000,293.226491,2.411282,93.496758,36.839372,-85.843060,3.933632,-32.363352,81.523777,-2.376123,-87.701895
2018-Apr-10 00:00:00.0000 TDB,2458218.50000,293.227255,2.411748,93.446095,36.820541,-85.796024,3.932259,-32.846677,81.356953,-2.376157,-87.739131
2018-Apr-11 00:00:00.0000 TDB,2458219.50000,293.227838,2.412215,93.395413,36.801432,-85.749087,3.930887,-33.327200,81.181681,-2.376143,-87.767523
2018-Apr-12 00:00:00.0000 TDB,2458220.50000,293.228241,2.412682,93.344717,36.782046,-85.702253,3.929515,-33.804731,80.997936,-2.376078,-87.786968
2018-Apr-13 00:00:00.0000 TDB,2458221.50000,293.228463,2.413151,93.294012,36.762385,-85.655528,3.928142,-34.279064,80.805699,-2.375963,-87.797361
2018-Apr-14 00:00:00.0000 TDB,2458222.50000,293.228503,2.413620,93.243304,36.742451,-85.608916,3.926770,-34.749968,80.604956,-2.375799,-87.798595
2018-Apr-15 00:00:00.0000 TDB,2458223.50000,293.228362,2.414090,93.192598,36.722246,-85.562423,3.925398,-35.217184,80.395714,-2.375590,-87.790570
2018-Apr-16 00:00:00.0000 TDB,2458224.50000,293.228038,2.414560,93.141899,36.701772,-85.516053,3.924026,-35.680431,80.178013,-2.375346,-87.773207
2018-Apr-17 00:00:00.0000 TDB,2458225.50000,293.227532,2.415030,93.091213,36.681032,-85.469811,3.922654,-36.139409,79.951935,-2.375079,-87.746458
2018-Apr-18 00:00:00.0000 TDB,2458226.50000,293.226843,2.415501,93.040546,36.660029,-85.423703,3.921283,-36.593818,79.717621,-2.374803,-87.710331
2018-Apr-19 00:00:00.0000 TDB,2458227.50000,293.225973,2.415971,92.989901,36.638764,-85.377731,3.919911,-37.043377,79.475266,-2.374537,-87.664890
2018-Apr-20 00:00:00.0000 TDB,2458228.50000,293.224921,2.416442,92.939286,36.617241,-85.331902,3.918540,-37.487847,79.225115,-2.374298,-87.610261
2018-Apr-21 00:00:00.0000 TDB,2458229.50000,293.223687,2.416912,92.888705,36.595463,-85.286220,3.917169,-37.927043,78.967444,-2.374102,-87.546621
2018-Apr-22 00:00:00.0000 TDB,2458230.50000,293.222271,2.417381,92.838163,36.573433,-85.240689,3.915798,-38.360839,78.702542,-2.373961,-87.474182
2018-Apr-23 00:00:00.0000 TDB,2458231.50000,293.220675,2.417850,92.787665,36.551153,-85.195312,3.914427,-38.789170,78.430690,-2.373883,-87.393173
2018-Apr-24 00:00:00.0000 TDB,2458232.50000,293.218899,2.418319,92.737217,36.528628,-85.150095,3.913056,-39.212022,78.152147,-2.373871,-87.303819
